Temperature	Magnetization	Error	Binder Cumulant	Error on Binder Cumulant
2.2	0.7848028397551644	0.023486155183418844	0.652151784184503	0.0016934783163570818
2.210714285714286	0.7699441084289891	0.027186226710140385	0.6634351349201881	0.0016517020541806085
2.2214285714285715	0.7507238603311804	0.03235001563135844	0.662508704148052	0.0017419172065953723
2.232142857142857	0.728535735115094	0.0412852721593401	0.6638360278485708	0.001819566842734739
2.242857142857143	0.6991318430781405	0.05463824528182648	0.6621382482687242	0.0019517864869679317
2.2535714285714286	0.6590980245969293	0.08205870653060467	0.6478588750315748	0.0022481236163252247
2.2642857142857142	0.5870115007542939	0.12591098595831995	0.6268027609754743	0.002689100415463029
2.2750000000000004	0.48460994057898277	0.16672854837707063	0.5744079286764161	0.0036475031150413474
2.285714285714286	0.36879584564994866	0.17838269891746059	0.47407307623161765	0.0055263089871783085
2.2964285714285717	0.26914935708434706	0.16233264115278623	0.3600424483947597	0.008182630028890421
2.3071428571428574	0.20692507780942454	0.13748842128226632	0.23599001868613487	0.011417562867449013
2.317857142857143	0.1650153789682014	0.1162939731933467	0.17905593891930835	0.013609526327294603
2.3285714285714287	0.13922327526572073	0.10130823043438851	0.12290344862529191	0.0155196755485945
2.3392857142857144	0.12213212884944949	0.0894641173241008	0.08133656875224898	0.016833869427469356
2.35	0.10718305742263333	0.08022231690224836	0.08115179795458417	0.01728165769450779
